County,Cases,Deaths
Anderson,66,0
Andrews,24,0
Angelina,175,2
Aransas,5,0
Archer,1,0
Armstrong,2,0
Atascosa,35,2
Austin,22,0
Bailey,10,0
Bandera,6,0
Bastrop,177,2
Baylor,0,0
Bee,9,0
Bell,298,3
Bexar,2418,66
Blanco,8,0
Borden,0,0
Bosque,6,0
Bowie,153,5
Brazoria,835,12
Brazos,436,19
Brewster,1,0
Briscoe,1,0
Brooks,1,0
Brown,56,8
Burleson,22,0
Burnet,29,0
Caldwell,50,0
Calhoun,37,3
Callahan,8,1
Cameron,698,33
Camp,42,0
Carson,6,0
Cass,21,0
Castro,32,1
Chambers,59,0
Cherokee,42,2
Childress,2,0
Clay,3,0
Cochran,1,0
Coke,1,0
Coleman,2,0
Collin,1136,33
Collingsworth,4,0
Colorado,19,0
Comal,82,6
Comanche,10,1
Concho,1,0
Cooke,13,0
Coryell,226,2
Cottle,4,1
Crane,7,0
Crockett,0,0
Crosby,3,1
Culberson,0,0
Dallam,22,0
Dallas,8649,210
Dawson,39,1
DeWitt,17,1
Deaf Smith,157,13
Delta,1,0
Denton,1212,30
Dickens,1,0
Dimmit,1,0
Donley,26,0
Duval,5,0
Eastland,5,0
Ector,144,4
Edwards,0,0
El Paso,2340,58
Ellis,272,12
Erath,15,1
Falls,6,0
Fannin,34,2
Fayette,32,2
Fisher,2,1
Floyd,5,0
Foard,0,0
Fort Bend,1676,41
Franklin,12,0
Freestone,10,0
Frio,36,0
Gaines,6,0
Galveston,749,32
Garza,5,0
Gillespie,5,0
Glasscock,1,0
Goliad,7,0
Gonzales,91,2
Gray,96,2
Grayson,296,2
Gregg,185,4
Grimes,99,1
Guadalupe,122,0
Hale,55,4
Hall,2,0
Hamilton,7,1
Hansford,18,2
Hardeman,1,0
Hardin,136,5
Harris,10770,219
Harrison,225,23
Hartley,11,2
Haskell,2,0
Hays,270,3
Hemphill,1,0
Henderson,55,0
Hidalgo,482,10
Hill,24,1
Hockley,27,1
Hood,23,3
Hopkins,15,0
Houston,40,0
Howard,6,1
Hudspeth,0,0
Hunt,75,4
Hutchinson,30,0
Irion,0,0
Jack,4,0
Jackson,17,1
Jasper,28,1
Jeff Davis,0,0
Jefferson,492,27
Jim Hogg,4,0
Jim Wells,9,0
Johnson,148,4
Jones,135,0
Karnes,4,0
Kaufman,182,2
Kendall,24,0
Kenedy,0,0
Kent,0,0
Kerr,16,0
Kimble,1,0
King,0,0
Kinney,0,0
Kleberg,15,1
Knox,1,0
La Salle,4,0
Lamar,133,9
Lamb,15,0
Lampasas,8,0
Lavaca,9,1
Lee,9,0
Leon,9,0
Liberty,80,3
Limestone,23,1
Lipscomb,2,0
Live Oak,9,0
Llano,3,0
Loving,0,0
Lubbock,662,50
Lynn,5,1
Madison,8,0
Marion,15,0
Martin,3,1
Mason,31,0
Matagorda,63,5
Maverick,97,1
McCulloch,3,0
McLennan,107,4
McMullen,0,0
Medina,67,2
Menard,0,0
Midland,124,12
Milam,28,1
Mills,1,0
Mitchell,1,0
Montague,9,1
Montgomery,888,23
Moore,512,13
Morris,17,0
Motley,1,0
Nacogdoches,257,17
Navarro,44,2
Newton,4,0
Nolan,2,0
Nueces,262,3
Ochiltree,43,2
Oldham,3,1
Orange,96,2
Palo Pinto,10,2
Panola,171,21
Parker,67,1
Parmer,53,0
Pecos,27,0
Polk,52,0
Potter,2238,26
Presidio,0,0
Rains,3,0
Randall,648,6
Reagan,0,0
Real,0,0
Red River,46,4
Reeves,5,0
Refugio,3,0
Roberts,2,0
Robertson,7,0
Rockwall,151,10
Runnels,2,0
Rusk,43,2
Sabine,5,0
San Augustine,29,1
San Jacinto,14,0
San Patricio,28,0
San Saba,1,0
Schleicher,0,0
Scurry,2,0
Shackelford,1,0
Shelby,183,6
Sherman,21,0
Smith,198,4
Somervell,0,0
Starr,24,0
Stephens,2,0
Sterling,0,0
Stonewall,0,0
Sutton,0,0
Swisher,17,0
Tarrant,4951,143
Taylor,228,5
Terrell,0,0
Terry,13,0
Throckmorton,0,0
Titus,246,2
Tom Green,64,1
Travis,2788,83
Trinity,13,0
Tyler,11,0
Upshur,18,0
Upton,0,0
Uvalde,6,0
Val Verde,13,0
Van Zandt,26,1
Victoria,157,7
Walker,474,27
Waller,49,0
Ward,1,0
Washington,193,23
Webb,511,18
Wharton,45,0
Wheeler,15,0
Wichita,82,2
Wilbarger,6,0
Willacy,14,1
Williamson,541,21
Wilson,38,5
Winkler,3,0
Wise,42,3
Wood,23,1
Yoakum,3,0
Young,4,1
Zapata,8,0
Zavala,11,0
Total,55348,1519
